DAT;TEMP;TEMPGL;ALLOKRLM;ALLOKSLP;RLMEE;RLMEEFW;RLMKORR;RLMKORREE
09.11.2017;7,87;7,35;643248;418032;422457;286507;530413;394463
10.11.2017;7,74;7,61;614760;414912;445264;310418;559220;424374
11.11.2017;5,67;6,61;589680;489384;464662;322687;564436;422461
12.11.2017;4,26;5,34;615456;562272;475755;333745;580344;438334
13.11.2017;4;4,54;714144;592680;494580;354393;636087;495900
14.11.2017;6,28;5,36;641952;504864;466124;325962;589945;449783
15.11.2017;7,14;6,3;603216;465600;435779;300295;538433;402949
16.11.2017;7,03;6,76;749808;459192;454459;315449;563740;424730
17.11.2017;5,63;6,25;612864;502920;468095;326078;582442;440425
18.11.2017;5,03;5,6;621120;524232;487513;345528;594897;452912
19.11.2017;5,95;5,73;616080;499344;478742;341279;587442;449979
20.11.2017;5,3;5,46;623088;531600;441712;327193;580517;465998
21.11.2017;8,06;6,84;584976;427104;381128;287082;503576;409530
22.11.2017;7,69;7,35;562800;426120;380020;285833;487200;393013
23.11.2017;10,76;9,22;552072;306864;355576;261084;452775;358283
24.11.2017;9,85;9,69;529296;310056;359107;265023;451381;357297
25.11.2017;4,71;7,09;529752;519216;404319;312092;504729;412502
26.11.2017;4,56;5,72;551376;540504;407202;328428;522113;443339
27.11.2017;5,29;5,32;714864;529920;435385;340779;589500;494894
28.11.2017;4,4;4,68;770232;567384;427922;343889;567245;483212
29.11.2017;2,52;3,53;720360;649512;456658;361990;601980;507312
30.11.2017;1,13;2,21;743016;704352;485815;392741;643107;550033
01.12.2017;1,31;1,63;733896;717360;491715;396928;636779;541992
02.12.2017;1,01;1,21;635232;719640;491456;396683;608777;514004
03.12.2017;2,46;1,83;652128;657096;492670;397913;621990;527233
04.12.2017;5,24;3,67;676464;566520;458537;363852;605448;510763
05.12.2017;6,65;5,34;630912;500064;429251;334654;554773;460176
06.12.2017;6,11;5,89;576312;514584;423439;328879;548310;453750
07.12.2017;5,81;5,96;606960;512112;433058;338498;571668;477108
08.12.2017;3,38;4,61;704472;609144;462120;367524;602040;507444
09.12.2017;2,28;3,3;636192;655968;477624;382978;600493;505847
10.12.2017;2,86;2,97;644400;630696;479876;386395;612911;519430
11.12.2017;3,25;3,03;722952;654864;463961;372829;629412;538280
12.12.2017;3,2;3,11;741768;632232;474501;379916;636780;542195
13.12.2017;4,1;3,66;626760;601800;358075;276640;520670;439235
14.12.2017;3,57;3,64;822960;601080;454944;360356;612693;518105
15.12.2017;1,83;2,69;751008;688296;492121;397442;645522;550843
16.12.2017;2,67;2,66;622752;648840;473226;380038;596533;503345
17.12.2017;1,93;2,22;655896;675864;490460;395752;625153;530445
18.12.2017;1,53;1,81;761112;704232;497500;402754;665355;570609
19.12.2017;2,97;2,43;735024;690984;472317;377593;630547;535823
20.12.2017;5,34;3,97;680304;566016;438932;345840;576604;483512
21.12.2017;6,82;5,56;627024;490584;429256;334651;552332;457727
22.12.2017;5,7;5,77;554400;523152;436648;342024;546469;451845
23.12.2017;8,5;7,32;485064;401520;405195;312435;484290;391530
24.12.2017;9,25;8,41;451224;358440;381797;287284;450439;355926
25.12.2017;6,64;7,52;489000;452880;401550;307033;488193;393676
26.12.2017;5,66;6,59;514560;485736;421014;330846;513673;423505
27.12.2017;4,25;5,28;553152;562464;444658;354742;552283;462367
28.12.2017;3,05;3,96;575952;632040;463818;371895;575040;483117
29.12.2017;2,58;3,13;587880;649776;478550;383935;587421;492806
30.12.2017;6,83;5,02;523080;488520;433327;338751;522011;427435
31.12.2017;11;8,24;450192;313512;380787;286302;449360;354875
01.01.2018;6,54;7,5;486024;444648;408145;312679;485241;389775
02.01.2018;5,02;6,34;553968;527568;435928;341350;552822;458244
03.01.2018;7,43;6,91;536184;424656;426024;331505;534992;440473
04.01.2018;7,4;7,03;516600;426624;415244;325144;515543;425443
05.01.2018;6,29;6,65;521040;468936;412139;317628;503628;409117
06.01.2018;4,77;5,7;530112;532488;426754;334643;505980;413869
07.01.2018;1,51;3,41;606744;636000;475206;382157;582430;489381
08.01.2018;0,52;1,74;820368;714048;511387;419893;669735;578241
09.01.2018;5,1;3,38;731400;541320;477060;382697;623092;528729
10.01.2018;4,52;3,94;629544;569088;462029;371143;601192;510306
11.01.2018;2,64;3,33;671256;655104;482418;387691;628315;533588
12.01.2018;2,35;2,9;667152;655368;478632;383904;608319;513591
13.01.2018;-0,42;1,06;626592;739272;489723;398708;598856;507841
14.01.2018;-1,18;-0,25;669456;784536;514264;424141;639732;549609
15.01.2018;3,74;1,78;723888;625800;487984;394478;651828;558322
16.01.2018;3,77;2,82;711648;611280;483530;388953;625044;530467
17.01.2018;3,2;3,13;778296;636504;489622;396435;644763;551576
18.01.2018;4,46;3,98;794208;579720;459070;378757;606335;526022
19.01.2018;2,1;2,99;686352;669816;481824;387160;603388;508724
20.01.2018;1,25;2,03;618936;681168;492879;398157;592708;497986
21.01.2018;0,67;1,27;642672;722832;498729;403938;612944;518153
22.01.2018;3,36;2,28;711960;638664;450207;369425;604630;523848
23.01.2018;6,62;4,6;638568;501144;403404;345413;531596;473605
24.01.2018;10,08;7,63;615552;363144;382402;303818;482604;404020
25.01.2018;8,25;8,19;573384;394656;385618;304028;479057;397467
26.01.2018;6;7,19;524616;469560;405167;318532;495349;408714
27.01.2018;6,66;6,92;516048;438336;409948;318783;486371;395206
28.01.2018;9,73;8,32;509952;333648;403000;308481;479018;384499
29.01.2018;8,48;8,41;555720;370560;390426;299896;498744;408214
30.01.2018;4,16;6,22;623040;569064;445898;356970;569281;480353
31.01.2018;6,9;6,57;609720;446280;424083;330365;541513;447795
01.02.2018;3,53;4,84;636024;598008;460070;365474;586529;491933
02.02.2018;3,19;3,84;624504;616944;458827;364188;570315;475676
03.02.2018;1,2;2,42;598896;671064;479343;384629;570532;475818
04.02.2018;-0,51;0,71;607848;751488;458706;384391;576897;502582
05.02.2018;-2,18;-0,93;735552;823152;466052;418791;629688;582427
06.02.2018;-2,97;-2,15;787008;870072;507571;442808;676974;612211
07.02.2018;-2,1;-2,24;796464;851448;525199;430613;689327;594741
08.02.2018;-2,29;-2,32;864168;854232;551220;456602;722837;628219
09.02.2018;0,09;-1,04;735264;779352;509343;411801;654360;556818
10.02.2018;1,66;0,46;643536;709680;512620;395741;614389;497510
11.02.2018;2,36;1,56;663456;675240;521439;400570;630757;509888
12.02.2018;1,11;1,45;754200;720960;546613;425960;687642;566989
13.02.2018;-0,59;0,41;794496;771000;545003;426117;693252;574366
14.02.2018;-0,88;-0,32;823968;793056;538275;423312;687440;572477
15.02.2018;2,06;0,86;703512;680232;531725;420899;674627;563801
16.02.2018;2,11;1,52;661728;678072;515514;394301;632114;510901
17.02.2018;0,75;1,18;636696;718416;514003;395649;606869;488515
18.02.2018;1,3;1,31;662904;693336;524614;403371;632992;511749
19.02.2018;0,89;1,06;734448;715704;559834;430737;704832;575735
20.02.2018;-0,3;0,3;737424;763320;562113;430392;706033;574312
21.02.2018;-0,85;-0,33;733848;783768;532396;422898;677151;567653
22.02.2018;-2,08;-1,32;816120;811056;558973;449164;715411;605602
23.02.2018;-4,05;-2,85;864912;898440;601761;459334;757797;615370
24.02.2018;-3,95;-3,52;771432;873720;621373;482056;740706;601389
25.02.2018;-4,55;-4,16;787848;899160;620967;480129;758252;617414
26.02.2018;-6,15;-5,29;982992;937848;666421;528233;852598;714410
27.02.2018;-6,58;-6,02;1001952;966864;658756;516199;853754;711197
28.02.2018;-7,75;-7,01;955824;996840;714665;572079;928293;785707
01.03.2018;-7,32;-7,26;912336;1009632;682144;539583;887128;744567
02.03.2018;-6,41;-6,84;827784;986568;638341;523754;819106;704519
03.03.2018;-3,91;-5,29;756120;922464;617841;499255;755039;636453
04.03.2018;1,85;-1,4;682080;740160;552094;434363;681265;563534
05.03.2018;2,95;1,12;645864;693840;501020;382575;644652;526207
06.03.2018;1,75;1,71;629976;727056;490708;387231;628306;524829
07.03.2018;4,06;3,15;596784;622368;460388;365756;595419;500787
08.03.2018;5,68;4,54;600072;533688;478385;363261;597253;482129
09.03.2018;5,05;4,87;582288;566280;475999;333796;580989;438786
10.03.2018;8,34;6,82;505464;417240;434506;292290;504992;362776
11.03.2018;11,22;9,26;458544;289344;396819;260060;458292;321533
12.03.2018;9,25;9,37;508680;355272;423391;286180;508622;371411
13.03.2018;7,53;8,53;511032;401904;420582;294816;510563;384797
14.03.2018;3,73;5,98;685968;561552;491243;348956;602249;459962
15.03.2018;4,38;4,95;607464;558672;491086;348815;607228;464957
16.03.2018;-0,86;1,71;704112;768816;574848;432462;703287;560901
17.03.2018;-5,23;-2,19;731496;889536;606218;463726;730091;587599
18.03.2018;-6,29;-4,57;734232;942912;603539;461068;733276;590805
19.03.2018;-3,41;-4,25;766680;908400;606477;464013;765139;622675
20.03.2018;-0,3;-2,26;754080;806544;598259;455822;753160;610723
21.03.2018;1,46;-0,18;673680;744744;541023;398588;672814;530379
22.03.2018;3,29;1,88;651624;665784;527225;384909;650768;508452
23.03.2018;3,7;3,03;613128;868176;508281;365958;612319;469996
24.03.2018;4,22;3,77;547331;566674;465326;323041;546645;404360
25.03.2018;5,47;4,76;550512;527160;469979;333591;549824;413436
26.03.2018;4,44;4,64;585984;568776;488567;346302;584326;442061
27.03.2018;5,38;5,06;564240;518832;472083;329781;563454;421152
28.03.2018;6,38;5,79;582648;492264;474081;340557;581785;448261
29.03.2018;4,69;5,22;583416;549984;491005;348799;582630;440424
30.03.2018;7,04;6,21;462744;461424;387277;275615;461961;350299
31.03.2018;4,51;5,33;529080;546072;447473;352922;528035;433484
01.04.2018;4,25;4,72;529080;569496;446197;352007;528106;433916
02.04.2018;6,9;5,88;457176;479784;378574;284055;456278;361759
03.04.2018;12,54;9,4;421848;285744;355249;240788;421557;307096
04.04.2018;12,52;11,22;385200;246720;327419;217272;385105;274958
05.04.2018;8,08;9,78;488208;369912;410753;280453;487373;357073
06.04.2018;6,45;8,1;486912;431640;411289;273566;486440;348717
07.04.2018;10,55;9,26;370728;281928;324483;203426;370532;249475
08.04.2018;11,17;10,17;345336;261168;302418;197606;344822;240010
09.04.2018;12,95;11,72;318312;211992;273602;172623;318120;217141
10.04.2018;14,11;13,17;292104;166512;254874;167133;292085;204344
11.04.2018;12,83;13,08;307704;195816;264601;173936;305534;214869
12.04.2018;15,51;14,44;291576;137352;253366;160243;291481;198358
13.04.2018;14,28;14,4;298536;160272;255253;165705;298536;208988
14.04.2018;13,63;14;287016;165384;249109;162027;287016;199934
15.04.2018;12,69;13,34;236472;192336;202472;133110;236472;167110
16.04.2018;14,17;13,71;296784;164016;252190;187911;296784;232505
17.04.2018;12,32;12,95;288072;210000;246028;163217;288053;205242
18.04.2018;14,74;13,88;228168;156864;196961;125962;227001;156002
19.04.2018;16,13;15,12;216840;125352;190051;120343;216840;147132
20.04.2018;18,1;16,74;187008;97800;165229;106591;187008;128370
21.04.2018;14,49;15,69;190536;140280;170599;115264;190536;135201
22.04.2018;17,43;16,65;189144;99240;169272;102657;188846;122231
23.04.2018;15;15,79;218856;132456;194239;134137;218856;158754
24.04.2018;13,84;14,67;250584;157968;216752;139479;250584;173311
25.04.2018;12,83;13,7;281184;179328;241392;161706;281184;201498
26.04.2018;10,15;11,68;332424;272040;284725;188115;332424;235814
27.04.2018;10,86;11,13;283752;254736;245029;154961;283752;193684
28.04.2018;14,13;12,64;222096;172056;198798;124220;222096;147518
29.04.2018;16,47;14,68;200832;127896;181315;115543;200832;135060
30.04.2018;14,93;14,96;215472;140904;193289;133123;215472;155306
01.05.2018;9,74;12,31;290064;268920;255794;176950;290064;211220
02.05.2018;12,39;12,29;293160;207624;251940;161480;293141;202681
03.05.2018;12,02;12,01;293568;220416;254111;171152;292529;209570
04.05.2018;11,23;11,5;273816;246888;237393;151852;273816;188275
05.05.2018;11,77;11,7;246744;227016;222198;147776;246744;172322
06.05.2018;13,72;12,75;217224;172848;196432;122047;217224;142839
07.05.2018;15,3;14,14;203064;137712;182608;117098;203064;137554
08.05.2018;16,35;15,41;187992;116904;165240;109422;187992;132174
09.05.2018;17,65;16,73;163464;96456;144240;88691;163464;107915
10.05.2018;16,72;16,82;163488;109632;147531;97177;163488;113134
11.05.2018;14,25;15,5;185520;149688;164509;112579;185520;133590
12.05.2018;16,92;16,23;171312;102240;154047;105220;171312;122485
13.05.2018;17,98;17,12;147672;92976;132367;90773;147672;106078
14.05.2018;16,68;16,9;147192;109104;128594;87973;147192;106571
15.05.2018;14,92;15,93;181128;135312;159986;109683;181128;130825
16.05.2018;14,65;15,21;209520;144048;183261;122308;209520;148567
17.05.2018;15,5;15,27;237360;129456;212367;137889;237360;162882
18.05.2018;14,79;14,97;285336;144336;253195;170017;283870;200692
19.05.2018;13,52;14,2;221040;164016;199294;124354;221040;146100
20.05.2018;14,58;14,39;201312;149520;181249;121104;201312;141167
21.05.2018;15,53;14,96;174384;128520;154144;95753;174384;115993
22.05.2018;16;15,52;169320;123672;147480;95753;169320;117593
23.05.2018;17,41;16,59;152712;101304;132780;84792;152712;104724
24.05.2018;18,44;17,65;150168;88008;130831;86795;150168;106132
25.05.2018;18,39;18,11;143592;85968;126863;83989;143592;100718
26.05.2018;18,63;18,46;130752;81504;119175;79049;130752;90626
27.05.2018;19,98;19,31;128520;72480;116871;77206;128520;88855
28.05.2018;22,29;20,93;121320;62592;108246;70084;121320;83158
29.05.2018;22,49;21,84;118464;61488;105538;69805;118464;82731
30.05.2018;21,5;21,77;121104;64680;109377;74678;121104;86405
31.05.2018;22,72;22,34;118152;59832;106163;69414;118152;81403
01.06.2018;22,77;22,57;116280;59808;102788;68766;116280;82258
02.06.2018;18,85;20,59;128040;77208;115712;77498;128040;89826
03.06.2018;20,04;20,27;123000;71088;109790;72797;123000;86007
04.06.2018;20,06;20,07;123168;72864;107629;71556;123168;87095
05.06.2018;19,21;19,52;138360;72432;120896;80722;138360;98186
06.06.2018;19,34;19,45;125904;71136;110490;70779;125904;86193
07.06.2018;21,04;20,28;126120;67512;112048;74996;126120;89068
08.06.2018;22,15;21,28;116400;63312;104152;67206;116400;79454
09.06.2018;22,9;22,21;115896;58752;104922;68760;115896;79734
10.06.2018;22,59;22,51;121440;59592;110284;74310;121440;85466
11.06.2018;19,39;20,9;129336;75096;113967;75096;129336;90465
12.06.2018;17,03;18,79;141384;101640;122411;82291;141384;101264
13.06.2018;15,42;16,86;171168;122136;148211;98998;169864;120651
14.06.2018;17,56;17,04;155352;99816;139349;87531;155352;103534
15.06.2018;17,93;17,44;137136;96696;121623;79274;137136;94787
16.06.2018;20,13;18,89;118632;74808;105511;67136;118632;80257
17.06.2018;18,83;18,97;125304;81888;110691;73677;125304;88290
18.06.2018;18,81;18,93;127296;83376;109241;72734;127296;90789
19.06.2018;20,32;19,71;127008;72048;112253;75703;126540;89990
20.06.2018;21,58;20,69;121104;65808;106444;68270;120884;82710
21.06.2018;16,39;18,46;139320;107376;120145;84129;138665;102649
22.06.2018;14,14;16,14;173448;148584;150073;99411;171402;120740
23.06.2018;13,64;14,67;187008;160224;168313;113409;187008;132104
24.06.2018;14,14;14,16;195240;152976;174438;115766;195240;136568
25.06.2018;15,87;15;171888;130560;147216;90264;171024;114072
26.06.2018;17,86;16,55;164352;101808;139454;89341;162796;112683
27.06.2018;18,2;17,53;144912;95904;121833;81117;143402;102686
28.06.2018;19,76;18,83;128640;80304;112172;74032;128640;90500
29.06.2018;20,53;19,84;123240;71112;105927;69772;123240;87085
30.06.2018;16,73;18,25;122520;102816;107173;71177;122520;86524
01.07.2018;15,85;16,97;129816;113952;113601;76685;129816;92900
02.07.2018;16,73;16,75;132336;105504;112273;74981;132336;95044
03.07.2018;19,93;18,32;118224;77160;102739;69743;118224;85228
04.07.2018;22,9;20,82;115608;63072;102164;68246;115608;81690
05.07.2018;22,15;21,69;110400;63240;97714;64735;110400;77421
06.07.2018;18,6;20,21;119784;82104;105356;71824;119784;86252
07.07.2018;19;19,57;120912;78336;108713;73175;120912;85374
08.07.2018;19,45;19,4;118248;76944;106783;71812;118248;83277
09.07.2018;18,66;18,91;124536;83616;107173;72184;124536;89547
10.07.2018;15,58;17,15;134328;123312;116260;79464;134328;97532
11.07.2018;16,81;16,9;146616;103080;128091;87188;146616;105713
12.07.2018;17,9;17,35;150408;93768;131697;89521;150408;108232
13.07.2018;20,43;18,95;128424;72912;112117;75096;128424;91403
14.07.2018;19,7;19,46;119568;77040;106034;68466;119568;82000
15.07.2018;19,38;19,51;125688;75264;109791;73273;125688;89170
16.07.2018;20,58;20,13;112032;69792;96324;61552;112032;77260
17.07.2018;22,49;21,38;115824;61896;104071;68688;115824;80441
18.07.2018;21,1;21,29;128016;65688;97350;64863;126926;94439
19.07.2018;20,58;20,97;135792;68208;102203;67907;135792;101496
20.07.2018;22,05;21,56;121776;61272;100594;65591;121776;86773
21.07.2018;23,48;22,55;109848;56832;97144;65024;109848;77728
22.07.2018;22,61;22,63;112224;60240;100784;68551;112224;79991
23.07.2018;22,18;22,46;114072;62352;96666;64607;114054;81995
24.07.2018;24,28;23,44;118968;56376;98662;65520;118968;85826
25.07.2018;24,98;24,26;119064;54624;90207;60569;119064;89426
26.07.2018;24,92;24,67;114456;54432;92426;63309;114456;85339
27.07.2018;24,91;24,88;113616;54168;91472;62238;113616;84382
28.07.2018;24,79;24,85;104688;52296;92645;62452;104688;74495
29.07.2018;23,39;24,07;109080;56136;96848;64418;109080;76650
30.07.2018;25,81;24,97;117312;53400;90891;60630;117312;87051
31.07.2018;27,28;26,2;105288;51864;86640;59370;105111;77841
01.08.2018;25,28;25,76;100872;53256;89132;59342;99997;70207
02.08.2018;25,15;25,51;109896;52992;95651;63440;109896;77685
03.08.2018;25,75;25,63;104208;52200;94390;62516;104208;72334
04.08.2018;25,24;25,37;97248;51648;87283;59469;97248;69434
05.08.2018;20,93;23;107952;63768;95099;63434;107952;76287
06.08.2018;23,11;22,99;119712;57336;94479;63441;119551;88513
07.08.2018;27,15;25,12;124632;51768;92308;62832;123019;93543
08.08.2018;26,92;26,07;120936;51720;87845;58208;120848;91211
09.08.2018;25,84;26,12;119376;52680;91285;60855;117829;87399
10.08.2018;20,03;22,97;127392;69264;93916;62770;127392;96246
11.08.2018;18,12;20,25;135648;82656;96624;65113;135648;104137
12.08.2018;19,98;19,88;124392;70104;101290;68123;124392;91225
13.08.2018;22,19;20,91;109608;61344;95540;64316;109608;78384
14.08.2018;20,27;20,6;120120;71208;103838;70540;119007;85709
15.08.2018;19,76;20,23;118464;73008;101338;67611;117023;83296
16.08.2018;22,46;21,43;113448;61800;99897;66980;113448;80531
17.08.2018;22,91;22,19;109488;59568;97955;64544;109488;76077
18.08.2018;19,83;21;108528;69600;97994;64834;108528;75368
19.08.2018;22,52;21,85;112992;59928;101271;66878;112992;78599
20.08.2018;21,3;21,54;83568;65544;71249;47298;83568;59617
21.08.2018;19,48;20,39;151584;74472;130711;93625;151584;114498
22.08.2018;22,24;21,4;103704;61320;85940;52915;103704;70679
23.08.2018;24,28;22,9;114072;56736;99753;66148;114072;80467
24.08.2018;19,17;20,96;113304;76656;99041;66227;113304;80490
25.08.2018;15,33;18,01;130200;119520;116763;79867;130181;93285
26.08.2018;15,47;16,51;154320;123288;136804;93873;154320;111389
27.08.2018;18,27;17,19;145248;89664;128854;83323;145248;99717
28.08.2018;16,95;17;143760;104928;125922;84232;143146;101456
29.08.2018;20,99;19,18;140328;72264;123012;79977;138127;95092
30.08.2018;16,99;18,14;140592;100584;121378;80527;140592;99741
31.08.2018;15,22;16,58;165840;125088;145785;95107;165840;115162
01.09.2018;16,2;16,36;151368;112560;133168;89393;151368;107593
02.09.2018;16,76;16,42;175008;108720;155962;103662;175008;122708
03.09.2018;20,12;18,37;144408;76416;126626;85229;143681;102284
04.09.2018;19,23;18,94;141648;80688;122417;82169;140159;99911
05.09.2018;18,25;18,66;141888;88584;124952;83556;141888;100492
06.09.2018;19,97;19,42;141576;75648;125318;82215;141576;98473
07.09.2018;16,85;18,03;134472;101376;119312;79714;134472;94874
08.09.2018;16,05;16,93;149880;112272;132289;87983;149880;105574
09.09.2018;17,72;17,31;146184;93480;127476;85107;146184;103815
10.09.2018;19,24;18,25;140208;81120;121587;80333;138856;97602
11.09.2018;19,87;19,16;129000;76704;115261;75690;129000;89429
12.09.2018;19,43;19,41;124800;77184;109582;72726;124781;87925
13.09.2018;13,75;16,45;166344;151152;144455;95658;166306;117509
14.09.2018;15,49;15,84;169392;123960;147081;96939;169373;119231
15.09.2018;15,04;15,28;165144;128928;144772;96147;165144;116519
16.09.2018;15,87;15,46;164568;119784;144744;96420;164568;116244
17.09.2018;17,91;16,82;150624;95376;130500;86473;150624;106597
18.09.2018;21,25;19,23;134832;70560;117103;76833;134832;94562
19.09.2018;21,95;20,82;132000;65808;114349;74906;132000;92557
20.09.2018;20,8;20,97;148800;69096;103082;69650;148800;115368
21.09.2018;18;19,49;187848;86472;116734;79531;187848;150645
22.09.2018;14,49;16,76;239208;135384;166041;112657;239208;185824
23.09.2018;11,1;13,57;279960;219408;207382;140656;279960;213234
24.09.2018;9,9;11,37;356208;282168;267129;180342;356208;269421
25.09.2018;9,44;10,12;389256;313416;278762;182366;389256;292860
26.09.2018;12,3;11,14;367944;228072;258002;161342;367944;271284
27.09.2018;15,15;13,28;308064;157992;203313;133426;308064;238177
28.09.2018;10,78;12,06;399864;261528;267891;175183;399864;307156
29.09.2018;8,9;10,46;432744;315360;295255;195476;432744;332965
30.09.2018;10,48;10,41;405888;272040;290578;190508;405888;305818
01.10.2018;9,53;9,78;486408;315360;334334;215533;486408;367607
02.10.2018;9,86;9,79;504024;313584;370640;242945;504024;376329
03.10.2018;11,3;10,63;442536;264720;331409;208128;442536;319255
04.10.2018;11,73;11,22;429552;258360;326306;210181;429513;313388
05.10.2018;13,28;12,37;387744;212808;288522;180647;387744;279869
06.10.2018;16,7;14,77;323904;132072;234755;150252;323904;239401
07.10.2018;11,04;12,89;407856;240240;305745;203048;407856;305159
08.10.2018;11,47;12,17;450000;236904;331673;217224;450000;335551
09.10.2018;13,1;12,63;327768;202680;226926;148998;327748;249820
10.10.2018;14,42;13,45;299112;176880;203430;147887;299112;243569
11.10.2018;15,01;14,36;293856;159888;184336;131686;293611;240961
12.10.2018;16,78;15,75;309912;123120;212595;148200;308214;243819
13.10.2018;16,52;16,25;265080;115848;178450;116876;265080;203506
14.10.2018;14,91;15,6;274440;136464;225203;149034;274440;198271
15.10.2018;14,7;15,14;295584;147600;217350;140279;295546;218475
16.10.2018;14,64;14,82;346968;156960;242245;154954;346968;259677
17.10.2018;14,44;14,56;315000;158832;237993;153432;314981;230420
18.10.2018;12,82;13,62;340560;196152;276847;177990;340560;241703
19.10.2018;9,72;11,5;357360;295776;296741;192541;357360;253160
20.10.2018;9,96;10,58;373104;296760;319043;205266;373084;259307
21.10.2018;10,34;10,32;369384;292632;311780;203926;369364;261510
22.10.2018;9,29;9,69;447600;343344;383961;256111;447580;319730
23.10.2018;11,58;10,7;448128;270792;377247;240378;448108;311239
24.10.2018;11,5;11,15;428016;272616;367261;236687;427997;297423
25.10.2018;11,88;11,57;390936;252600;332087;209622;390936;268471
26.10.2018;10,72;11,19;422064;289464;365241;239102;422025;295886
27.10.2018;6,88;8,88;468072;418080;418419;284755;468033;334369
28.10.2018;5,52;7;461592;492768;383596;260988;461552;338944
29.10.2018;6,03;6,32;558096;478728;454887;336982;558076;440171
30.10.2018;10,38;8,34;490416;306936;416671;284490;490396;358215
31.10.2018;7,26;7,81;498096;423936;427330;285404;498056;356130
01.11.2018;8,87;8,45;505560;356760;416212;274321;503295;361404
02.11.2018;8,51;8,56;496248;385440;419934;277700;496248;354014
03.11.2018;7,98;8,19;497208;403608;424726;282436;497169;354879
04.11.2018;9,78;9,07;485616;333888;417143;276796;485596;345249
05.11.2018;10,58;9,88;497328;294696;419909;277691;497270;355052
06.11.2018;10,86;10,45;464952;277776;397894;255696;464778;322580
07.11.2018;10,73;10,68;431160;280800;360881;231028;430618;300765
08.11.2018;10,35;10,53;427392;300672;358027;230271;426445;298689
09.11.2018;9,75;10,11;483768;315624;408830;278653;476151;345974
10.11.2018;11,75;10,96;417792;262536;356806;221370;417773;282337
11.11.2018;12,51;11,8;425808;228576;366114;240554;425789;300229
12.11.2018;13,41;12,7;400968;219192;340437;228370;400968;288901
13.11.2018;10,57;11,66;435600;292800;364785;237125;435561;307901
14.11.2018;7,56;9,47;497088;397896;412757;278047;492959;358249
15.11.2018;5,34;7,17;572256;504384;449504;310330;540431;401257
16.11.2018;3,95;5,24;576816;568776;482762;340446;576816;434500
17.11.2018;1,01;2,81;613800;689976;522425;380059;613780;471414
18.11.2018;2,59;2,53;612480;650640;510203;367790;612460;470047
19.11.2018;2,44;2,39;646200;669384;523006;380666;646200;503860
20.11.2018;0,9;1,54;684720;740736;552328;409959;684339;541970
21.11.2018;1,25;1,4;686136;736800;556003;413607;686136;543740
22.11.2018;2,32;1,85;671424;682176;542342;399951;671424;529033
23.11.2018;2,47;2,16;642360;678144;528698;386343;642360;500005
24.11.2018;3,2;2,76;554184;647160;460172;351888;554184;445900
25.11.2018;4,63;3,81;516600;582912;419031;328037;516580;425586
26.11.2018;1,85;2,81;648288;719880;516675;397417;648268;529010
27.11.2018;0,11;1,38;729864;767808;584585;442198;729864;587477
28.11.2018;0,6;0,9;716136;774888;568167;425755;715690;573278
29.11.2018;3,88;2,37;606168;629208;477309;356660;605709;485060
30.11.2018;5,13;3,86;566376;583416;443502;348620;556462;461580
01.12.2018;7,18;5,75;548568;485880;464132;348555;548548;432971
02.12.2018;10,23;8,31;513840;359904;441142;306760;513801;379419
03.12.2018;10,52;9,64;493032;327744;414444;276906;492973;355435
04.12.2018;4,44;7,02;588120;549840;478832;339853;588100;449121
05.12.2018;4,04;5,42;635448;589104;507972;365649;635448;493125
06.12.2018;9,55;7,46;557064;369912;455089;316742;555358;417011
07.12.2018;9,86;8,64;513912;351144;439223;297516;512445;370738
08.12.2018;8,17;8,53;541968;410136;465842;324417;541948;400523
09.12.2018;7,07;7,9;547320;435960;458191;321989;547320;411118
10.12.2018;4,92;6,26;615816;542712;484273;358090;615678;489495
11.12.2018;3,75;4,8;627456;605304;508484;378130;627196;496842
12.12.2018;1,28;2,81;640536;707712;517858;392650;640335;515127
13.12.2018;0,19;1,27;650256;767160;528375;402003;649993;523621
14.12.2018;-0,64;0,13;688704;800472;560290;425026;688541;553277
15.12.2018;-1,3;-0,75;627480;812064;518462;402074;627378;510990
16.12.2018;0,34;-0,24;613704;779112;496962;409305;613704;526047
17.12.2018;4,13;2,08;596424;630264;464685;370946;596079;502340
18.12.2018;2,8;2,55;649872;678456;519106;401807;649166;531867
19.12.2018;3,19;3,02;647520;656736;519300;377396;646879;504975
20.12.2018;6,1;4,75;607944;527352;493014;351149;606579;464714
21.12.2018;9,05;7,07;552408;402576;468993;326794;552329;410130
22.12.2018;7,94;7,67;531672;420408;462048;320537;531613;390102
23.12.2018;6,6;7,25;545568;469848;470894;330481;545508;405095
24.12.2018;3,44;5,26;607656;621960;520988;378663;607595;465270
25.12.2018;4,96;4,97;570792;554424;490092;347796;570772;428476
26.12.2018;5,24;5,02;519528;549720;443362;326859;519488;402985
27.12.2018;4,68;4,78;567648;572832;489283;363807;567262;441786
28.12.2018;5,51;5,22;561696;522816;489533;347243;561636;419346
29.12.2018;6,75;6,04;550728;472536;480085;337858;550649;408422
30.12.2018;6,3;6,21;545736;498816;474060;332405;545696;404041
31.12.2018;7,1;6,73;536280;474840;467268;325016;536220;393968
